-8.183126947740865915e-05,-9.427937218523780400e-04,-1.359169734897428146e-04,-4.693339325572256152e-04,-2.341871672717787001e-03,-8.588121697692667087e-04,1.892457216491771508e-03,1.098692235016548882e-04,3.670214479689042596e-03,-8.128030528093406308e-04
-5.863008812933152961e-05,-1.900735890941540347e-03,5.351807868896991342e-04,-2.822548951699056178e-03,-4.061846439060539694e-03,-2.784508352607419925e-04,7.769500271685812883e-04,2.093770309480919630e-03,2.287200476742991956e-03,3.422478036571820290e-03
3.674201506110794102e-03,-2.205545623142074561e-03,-4.784854832387534611e-03,-3.643084238245995407e-03,-4.635861761644699368e-03,-2.026487198532800002e-03,-3.275137535453554773e-03,6.206495651811936264e-03,3.828461629492124242e-03,6.899168230874163331e-03
-8.838204271798369730e-04,1.355675478469936935e-04,1.404963607702472937e-03,5.619713676153910127e-04,-4.133366634084090327e-04,-1.433909735434665562e-03,1.527033126816002701e-03,-1.231629256163097172e-03,2.374409269716554281e-03,-2.004735744308295663e-03
-1.048897823184259713e-03,-8.774901387649378841e-04,2.286538336761035576e-03,-1.830121298557707728e-03,-1.776322262613405298e-03,-9.326515053541693714e-04,1.682123167675333140e-04,5.629749816157367682e-04,1.098075654981234186e-03,2.254114460393090175e-03
2.365812540797115546e-03,-1.276526028253563384e-03,-3.156319923461276943e-03,-2.652573264701298724e-03,-2.546784855434436248e-03,-2.442327631090257089e-03,-3.399339517980949719e-03,4.884251372900243714e-03,2.610918858671751591e-03,5.614952272266794490e-03
-1.460463825254503575e-03,7.351237270233776594e-04,1.890787348151589265e-03,4.763757390117479202e-04,6.106375763571084440e-04,-1.296106008311074913e-03,1.057028382234596843e-03,-1.314902740740754063e-03,1.921751023687832483e-03,-2.617319009941779066e-03
-1.683410069930943616e-03,-2.641653079016626242e-04,3.181128730819932863e-03,-2.048497759019498547e-03,-8.724119791311483584e-04,-1.101360369825204544e-03,-2.343992956264238567e-04,5.060868381726584420e-04,6.726673556096322924e-04,1.821183441739934001e-03
1.531497961991059665e-03,-6.922083641093464438e-04,-2.055046701228032281e-03,-2.684694957755106182e-03,-1.687192125735399425e-03,-2.982827165075949399e-03,-3.469740209902190051e-03,4.662459558397375088e-03,2.165081161992484220e-03,5.196493631808055472e-03
-6.312032875842633634e-04,2.155311589274644304e-04,1.142761837723310159e-03,5.818824175472874324e-05,7.145086878148302484e-04,-2.494227389661698427e-04,9.357378267295365709e-04,-1.544286909217073341e-03,2.276753753813382658e-03,-2.900062603451426975e-03
